product_id,store_id,date_id,on_hand_qty,reserved_qty,in_transit_qty,overstock_qty,understock_qty,stock_value,week_start_date,fill_rate_pct,stockout_pct,inventory_turnover,excess_inventory_pct,shipment_id,shipment_date,route_id,vehicle_id,planned_departure,actual_departure,delivery_time_mins,fuel_cost,route_efficiency_score,cluster_id,optimal_transfer_qty,cost_minimization_pct,service_level_gain_pct,model_confidence_score,model_version,recommendation_date,from_store_id,to_store_id,transfer_qty,transfer_cost,planned_ship_date,actual_delivery_date,
P_00314,S_0097,D_20251004,860,116,201,299,184,5195.35,0,0,0,0,0,SH_000024,10/3/2024,R_00244,V_0001,1/5/2025,5/25/2025,1061,39.15,0.674,C_049,192,22.21,2.2,0.814,v3.7,9/19/2024,S_0179,S_0034,474,2737.84,11/25/2024,5/23/2025,
P_00314,S_0097,D_20251004,860,116,201,299,184,5195.35,0,0,0,0,0,SH_000217,7/21/2024,R_00161,V_0152,5/23/2025,8/18/2025,805,197.13,0.28,C_049,192,22.21,2.2,0.814,v3.7,9/19/2024,S_0055,S_0179,79,1475.63,9/28/2024,8/12/2025,
P_00314,S_0097,D_20251004,860,116,201,299,184,5195.35,0,0,0,0,0,SH_000217,7/21/2024,R_00161,V_0152,5/23/2025,8/18/2025,805,197.13,0.28,C_049,192,22.21,2.2,0.814,v3.7,9/19/2024,S_0328,S_0138,316,194.32,8/2/2025,10/28/2024,
P_00314,S_0097,D_20251004,860,116,201,299,184,5195.35,0,0,0,0,0,SH_000217,7/21/2024,R_00161,V_0152,5/23/2025,8/18/2025,805,197.13,0.28,C_049,192,22.21,2.2,0.814,v3.7,9/19/2024,S_0179,S_0034,474,2737.84,11/25/2024,5/23/2025,
P_00305,S_0485,D_20240821,270,68,157,81,20,712.72,11/19/2024,86.87,5.96,4.95,38.26,SH_000004,2/5/2025,R_00166,V_0167,9/27/2025,1/29/2025,1009,213.21,0.505,C_087,214,47.63,5.13,0.911,v1.0,12/4/2024,S_0119,S_0261,480,2426.23,8/5/2024,5/4/2025,
P_00305,S_0485,D_20240821,270,68,157,81,20,712.72,11/19/2024,86.87,5.96,4.95,38.26,SH_000242,8/13/2024,R_00125,V_0037,11/22/2025,7/6/2025,449,252.02,0.951,C_087,214,47.63,5.13,0.911,v1.0,12/4/2024,S_0119,S_0261,480,2426.23,8/5/2024,5/4/2025,
P_00305,S_0485,D_20240821,270,68,157,81,20,712.72,11/19/2024,86.87,5.96,4.95,38.26,SH_000556,4/18/2025,R_00284,V_0150,12/7/2024,9/4/2024,226,445.11,0.661,C_087,214,47.63,5.13,0.911,v1.0,12/4/2024,S_0119,S_0261,480,2426.23,8/5/2024,5/4/2025,
P_00305,S_0485,D_20240821,270,68,157,81,20,712.72,11/19/2024,86.87,5.96,4.95,38.26,SH_000586,3/18/2025,R_00094,V_0067,8/4/2024,12/30/2024,250,260.69,0.401,C_087,214,47.63,5.13,0.911,v1.0,12/4/2024,S_0119,S_0261,480,2426.23,8/5/2024,5/4/2025,
P_00305,S_0485,D_20240821,270,68,157,81,20,712.72,8/12/2025,63.94,11.2,3.71,8.65,SH_000004,2/5/2025,R_00166,V_0167,9/27/2025,1/29/2025,1009,213.21,0.505,C_087,214,47.63,5.13,0.911,v1.0,12/4/2024,S_0119,S_0261,480,2426.23,8/5/2024,5/4/2025,
P_00305,S_0485,D_20240821,270,68,157,81,20,712.72,8/12/2025,63.94,11.2,3.71,8.65,SH_000242,8/13/2024,R_00125,V_0037,11/22/2025,7/6/2025,449,252.02,0.951,C_087,214,47.63,5.13,0.911,v1.0,12/4/2024,S_0119,S_0261,480,2426.23,8/5/2024,5/4/2025,
P_00305,S_0485,D_20240821,270,68,157,81,20,712.72,8/12/2025,63.94,11.2,3.71,8.65,SH_000556,4/18/2025,R_00284,V_0150,12/7/2024,9/4/2024,226,445.11,0.661,C_087,214,47.63,5.13,0.911,v1.0,12/4/2024,S_0119,S_0261,480,2426.23,8/5/2024,5/4/2025,
P_00305,S_0485,D_20240821,270,68,157,81,20,712.72,8/12/2025,63.94,11.2,3.71,8.65,SH_000586,3/18/2025,R_00094,V_0067,8/4/2024,12/30/2024,250,260.69,0.401,C_087,214,47.63,5.13,0.911,v1.0,12/4/2024,S_0119,S_0261,480,2426.23,8/5/2024,5/4/2025,
P_00492,S_0046,D_20250304,106,98,119,210,195,19433.51,3/14/2025,90.66,6.43,5.88,35.71,SH_000005,12/6/2024,R_00077,V_0042,6/9/2025,6/1/2025,1237,243.07,0.11,C_085,130,6.99,19.1,0.463,v2.0,11/29/2025,S_0368,S_0358,271,2477.52,6/9/2025,11/21/2025,
P_00492,S_0046,D_20250304,106,98,119,210,195,19433.51,3/14/2025,90.66,6.43,5.88,35.71,SH_000005,12/6/2024,R_00077,V_0042,6/9/2025,6/1/2025,1237,243.07,0.11,C_089,198,22.07,16.83,0.678,v2.4,9/18/2024,S_0368,S_0358,271,2477.52,6/9/2025,11/21/2025,
P_00492,S_0046,D_20250304,106,98,119,210,195,19433.51,3/14/2025,90.66,6.43,5.88,35.71,SH_000005,12/6/2024,R_00077,V_0042,6/9/2025,6/1/2025,1237,243.07,0.11,C_076,189,44.81,1.74,0.968,v3.8,7/29/2025,S_0368,S_0358,271,2477.52,6/9/2025,11/21/2025,
P_00492,S_0046,D_20250304,106,98,119,210,195,19433.51,4/1/2025,90.3,11.92,4.75,48.96,SH_000005,12/6/2024,R_00077,V_0042,6/9/2025,6/1/2025,1237,243.07,0.11,C_085,130,6.99,19.1,0.463,v2.0,11/29/2025,S_0368,S_0358,271,2477.52,6/9/2025,11/21/2025,
P_00492,S_0046,D_20250304,106,98,119,210,195,19433.51,4/1/2025,90.3,11.92,4.75,48.96,SH_000005,12/6/2024,R_00077,V_0042,6/9/2025,6/1/2025,1237,243.07,0.11,C_089,198,22.07,16.83,0.678,v2.4,9/18/2024,S_0368,S_0358,271,2477.52,6/9/2025,11/21/2025,
P_00492,S_0046,D_20250304,106,98,119,210,195,19433.51,4/1/2025,90.3,11.92,4.75,48.96,SH_000005,12/6/2024,R_00077,V_0042,6/9/2025,6/1/2025,1237,243.07,0.11,C_076,189,44.81,1.74,0.968,v3.8,7/29/2025,S_0368,S_0358,271,2477.52,6/9/2025,11/21/2025,
P_00035,S_0158,D_20241023,71,139,58,149,177,4492.84,1/1/2025,73.19,0.05,9.65,1.44,SH_000006,10/11/2024,R_00007,V_0132,9/23/2025,8/1/2024,574,191.27,0.601,0,0,0,0,0,0,0,S_0360,S_0328,494,3047.13,9/1/2024,10/18/2024,
P_00035,S_0158,D_20241023,71,139,58,149,177,4492.84,1/1/2025,73.19,0.05,9.65,1.44,SH_000416,8/12/2024,R_00201,V_0042,1/16/2025,3/17/2025,397,431.23,0.168,0,0,0,0,0,0,0,S_0360,S_0328,494,3047.13,9/1/2024,10/18/2024,
P_00035,S_0158,D_20241023,71,139,58,149,177,4492.84,1/1/2025,73.19,0.05,9.65,1.44,SH_000511,5/24/2025,R_00198,V_0056,8/1/2024,12/3/2024,526,406.31,0.424,0,0,0,0,0,0,0,S_0360,S_0328,494,3047.13,9/1/2024,10/18/2024,
P_00031,S_0457,D_20250406,700,24,493,36,160,14707.19,9/1/2025,74.95,6.59,2.76,37.39,SH_000007,3/23/2025,R_00037,V_0179,8/27/2024,11/4/2024,1063,184.78,0.695,C_023,269,25.91,11.85,0.759,v2.2,9/3/2024,S_0223,S_0413,386,1740.06,9/27/2024,9/11/2024,
P_00031,S_0457,D_20250406,700,24,493,36,160,14707.19,9/1/2025,74.95,6.59,2.76,37.39,SH_000007,3/23/2025,R_00037,V_0179,8/27/2024,11/4/2024,1063,184.78,0.695,C_023,269,25.91,11.85,0.759,v2.2,9/3/2024,S_0123,S_0486,328,3949.32,4/2/2025,3/31/2025,
P_00031,S_0457,D_20250406,700,24,493,36,160,14707.19,9/1/2025,74.95,6.59,2.76,37.39,SH_000007,3/23/2025,R_00037,V_0179,8/27/2024,11/4/2024,1063,184.78,0.695,C_023,269,25.91,11.85,0.759,v2.2,9/3/2024,S_0138,S_0264,38,2391.49,1/6/2025,11/25/2025,
P_00031,S_0457,D_20250406,700,24,493,36,160,14707.19,9/1/2025,74.95,6.59,2.76,37.39,SH_000007,3/23/2025,R_00037,V_0179,8/27/2024,11/4/2024,1063,184.78,0.695,C_057,88,26.9,16.64,0.69,v2.3,2/5/2025,S_0223,S_0413,386,1740.06,9/27/2024,9/11/2024,
P_00031,S_0457,D_20250406,700,24,493,36,160,14707.19,9/1/2025,74.95,6.59,2.76,37.39,SH_000007,3/23/2025,R_00037,V_0179,8/27/2024,11/4/2024,1063,184.78,0.695,C_057,88,26.9,16.64,0.69,v2.3,2/5/2025,S_0123,S_0486,328,3949.32,4/2/2025,3/31/2025,
P_00031,S_0457,D_20250406,700,24,493,36,160,14707.19,9/1/2025,74.95,6.59,2.76,37.39,SH_000007,3/23/2025,R_00037,V_0179,8/27/2024,11/4/2024,1063,184.78,0.695,C_057,88,26.9,16.64,0.69,v2.3,2/5/2025,S_0138,S_0264,38,2391.49,1/6/2025,11/25/2025,
P_00031,S_0457,D_20250406,700,24,493,36,160,14707.19,9/1/2025,74.95,6.59,2.76,37.39,SH_000050,11/27/2024,R_00165,V_0001,9/1/2024,6/27/2025,1284,156.18,0.548,C_023,269,25.91,11.85,0.759,v2.2,9/3/2024,S_0223,S_0413,386,1740.06,9/27/2024,9/11/2024,
P_00031,S_0457,D_20250406,700,24,493,36,160,14707.19,9/1/2025,74.95,6.59,2.76,37.39,SH_000050,11/27/2024,R_00165,V_0001,9/1/2024,6/27/2025,1284,156.18,0.548,C_023,269,25.91,11.85,0.759,v2.2,9/3/2024,S_0123,S_0486,328,3949.32,4/2/2025,3/31/2025,
P_00031,S_0457,D_20250406,700,24,493,36,160,14707.19,9/1/2025,74.95,6.59,2.76,37.39,SH_000050,11/27/2024,R_00165,V_0001,9/1/2024,6/27/2025,1284,156.18,0.548,C_023,269,25.91,11.85,0.759,v2.2,9/3/2024,S_0138,S_0264,38,2391.49,1/6/2025,11/25/2025,
P_00031,S_0457,D_20250406,700,24,493,36,160,14707.19,9/1/2025,74.95,6.59,2.76,37.39,SH_000050,11/27/2024,R_00165,V_0001,9/1/2024,6/27/2025,1284,156.18,0.548,C_057,88,26.9,16.64,0.69,v2.3,2/5/2025,S_0223,S_0413,386,1740.06,9/27/2024,9/11/2024,
P_00031,S_0457,D_20250406,700,24,493,36,160,14707.19,9/1/2025,74.95,6.59,2.76,37.39,SH_000050,11/27/2024,R_00165,V_0001,9/1/2024,6/27/2025,1284,156.18,0.548,C_057,88,26.9,16.64,0.69,v2.3,2/5/2025,S_0123,S_0486,328,3949.32,4/2/2025,3/31/2025,
P_00031,S_0457,D_20250406,700,24,493,36,160,14707.19,9/1/2025,74.95,6.59,2.76,37.39,SH_000050,11/27/2024,R_00165,V_0001,9/1/2024,6/27/2025,1284,156.18,0.548,C_057,88,26.9,16.64,0.69,v2.3,2/5/2025,S_0138,S_0264,38,2391.49,1/6/2025,11/25/2025,
P_00031,S_0457,D_20250406,700,24,493,36,160,14707.19,9/1/2025,74.95,6.59,2.76,37.39,SH_000625,10/19/2025,R_00194,V_0131,9/18/2025,2/15/2025,90,331.13,0.221,C_023,269,25.91,11.85,0.759,v2.2,9/3/2024,S_0223,S_0413,386,1740.06,9/27/2024,9/11/2024,
P_00031,S_0457,D_20250406,700,24,493,36,160,14707.19,9/1/2025,74.95,6.59,2.76,37.39,SH_000625,10/19/2025,R_00194,V_0131,9/18/2025,2/15/2025,90,331.13,0.221,C_023,269,25.91,11.85,0.759,v2.2,9/3/2024,S_0123,S_0486,328,3949.32,4/2/2025,3/31/2025,
P_00031,S_0457,D_20250406,700,24,493,36,160,14707.19,9/1/2025,74.95,6.59,2.76,37.39,SH_000625,10/19/2025,R_00194,V_0131,9/18/2025,2/15/2025,90,331.13,0.221,C_023,269,25.91,11.85,0.759,v2.2,9/3/2024,S_0138,S_0264,38,2391.49,1/6/2025,11/25/2025,
P_00031,S_0457,D_20250406,700,24,493,36,160,14707.19,9/1/2025,74.95,6.59,2.76,37.39,SH_000625,10/19/2025,R_00194,V_0131,9/18/2025,2/15/2025,90,331.13,0.221,C_057,88,26.9,16.64,0.69,v2.3,2/5/2025,S_0223,S_0413,386,1740.06,9/27/2024,9/11/2024,
P_00031,S_0457,D_20250406,700,24,493,36,160,14707.19,9/1/2025,74.95,6.59,2.76,37.39,SH_000625,10/19/2025,R_00194,V_0131,9/18/2025,2/15/2025,90,331.13,0.221,C_057,88,26.9,16.64,0.69,v2.3,2/5/2025,S_0123,S_0486,328,3949.32,4/2/2025,3/31/2025,
P_00031,S_0457,D_20250406,700,24,493,36,160,14707.19,9/1/2025,74.95,6.59,2.76,37.39,SH_000625,10/19/2025,R_00194,V_0131,9/18/2025,2/15/2025,90,331.13,0.221,C_057,88,26.9,16.64,0.69,v2.3,2/5/2025,S_0138,S_0264,38,2391.49,1/6/2025,11/25/2025,
P_00387,S_0301,D_20240724,20,179,214,58,6,15275.67,3/26/2025,62.04,2.56,11.74,20.68,SH_000008,11/10/2024,R_00113,V_0051,9/13/2025,7/1/2025,221,30.87,0.633,C_004,224,16.55,13.25,0.879,v2.7,1/1/2025,S_0410,S_0101,77,1617.1,10/19/2025,1/8/2025,
P_00387,S_0301,D_20240724,20,179,214,58,6,15275.67,3/26/2025,62.04,2.56,11.74,20.68,SH_000008,11/10/2024,R_00113,V_0051,9/13/2025,7/1/2025,221,30.87,0.633,C_004,224,16.55,13.25,0.879,v2.7,1/1/2025,S_0384,S_0240,187,4929.74,7/22/2024,9/25/2025,
P_00387,S_0301,D_20240724,20,179,214,58,6,15275.67,3/26/2025,62.04,2.56,11.74,20.68,SH_000008,11/10/2024,R_00113,V_0051,9/13/2025,7/1/2025,221,30.87,0.633,C_049,24,40.9,12.77,0.64,v2.1,11/2/2025,S_0410,S_0101,77,1617.1,10/19/2025,1/8/2025,
P_00387,S_0301,D_20240724,20,179,214,58,6,15275.67,3/26/2025,62.04,2.56,11.74,20.68,SH_000008,11/10/2024,R_00113,V_0051,9/13/2025,7/1/2025,221,30.87,0.633,C_049,24,40.9,12.77,0.64,v2.1,11/2/2025,S_0384,S_0240,187,4929.74,7/22/2024,9/25/2025,
P_00387,S_0301,D_20240724,20,179,214,58,6,15275.67,3/26/2025,62.04,2.56,11.74,20.68,SH_000008,11/10/2024,R_00113,V_0051,9/13/2025,7/1/2025,221,30.87,0.633,C_046,262,47.05,10.14,0.63,v1.2,6/23/2025,S_0410,S_0101,77,1617.1,10/19/2025,1/8/2025,
P_00387,S_0301,D_20240724,20,179,214,58,6,15275.67,3/26/2025,62.04,2.56,11.74,20.68,SH_000008,11/10/2024,R_00113,V_0051,9/13/2025,7/1/2025,221,30.87,0.633,C_046,262,47.05,10.14,0.63,v1.2,6/23/2025,S_0384,S_0240,187,4929.74,7/22/2024,9/25/2025,
P_00387,S_0301,D_20240724,20,179,214,58,6,15275.67,3/26/2025,62.04,2.56,11.74,20.68,SH_000572,8/15/2024,R_00163,V_0158,7/21/2025,10/5/2024,955,92.16,0.17,C_004,224,16.55,13.25,0.879,v2.7,1/1/2025,S_0410,S_0101,77,1617.1,10/19/2025,1/8/2025,
P_00387,S_0301,D_20240724,20,179,214,58,6,15275.67,3/26/2025,62.04,2.56,11.74,20.68,SH_000572,8/15/2024,R_00163,V_0158,7/21/2025,10/5/2024,955,92.16,0.17,C_004,224,16.55,13.25,0.879,v2.7,1/1/2025,S_0384,S_0240,187,4929.74,7/22/2024,9/25/2025,
P_00387,S_0301,D_20240724,20,179,214,58,6,15275.67,3/26/2025,62.04,2.56,11.74,20.68,SH_000572,8/15/2024,R_00163,V_0158,7/21/2025,10/5/2024,955,92.16,0.17,C_049,24,40.9,12.77,0.64,v2.1,11/2/2025,S_0410,S_0101,77,1617.1,10/19/2025,1/8/2025,
P_00387,S_0301,D_20240724,20,179,214,58,6,15275.67,3/26/2025,62.04,2.56,11.74,20.68,SH_000572,8/15/2024,R_00163,V_0158,7/21/2025,10/5/2024,955,92.16,0.17,C_049,24,40.9,12.77,0.64,v2.1,11/2/2025,S_0384,S_0240,187,4929.74,7/22/2024,9/25/2025,
P_00387,S_0301,D_20240724,20,179,214,58,6,15275.67,3/26/2025,62.04,2.56,11.74,20.68,SH_000572,8/15/2024,R_00163,V_0158,7/21/2025,10/5/2024,955,92.16,0.17,C_046,262,47.05,10.14,0.63,v1.2,6/23/2025,S_0410,S_0101,77,1617.1,10/19/2025,1/8/2025,
P_00387,S_0301,D_20240724,20,179,214,58,6,15275.67,3/26/2025,62.04,2.56,11.74,20.68,SH_000572,8/15/2024,R_00163,V_0158,7/21/2025,10/5/2024,955,92.16,0.17,C_046,262,47.05,10.14,0.63,v1.2,6/23/2025,S_0384,S_0240,187,4929.74,7/22/2024,9/25/2025,
P_00211,S_0383,D_20240830,614,122,127,130,69,18592.22,8/14/2024,86.96,18.23,5.17,38.13,SH_000009,3/2/2025,R_00198,V_0029,9/29/2024,10/22/2024,349,344.34,0.763,0,0,0,0,0,0,0,S_0440,S_0366,439,380.13,1/17/2025,9/5/2025,
P_00211,S_0383,D_20240830,614,122,127,130,69,18592.22,8/14/2024,86.96,18.23,5.17,38.13,SH_000009,3/2/2025,R_00198,V_0029,9/29/2024,10/22/2024,349,344.34,0.763,0,0,0,0,0,0,0,S_0218,S_0243,2,1389.57,11/22/2024,8/15/2025,
P_00211,S_0383,D_20240830,614,122,127,130,69,18592.22,8/14/2024,86.96,18.23,5.17,38.13,SH_000009,3/2/2025,R_00198,V_0029,9/29/2024,10/22/2024,349,344.34,0.763,0,0,0,0,0,0,0,S_0254,S_0170,213,3671.23,11/24/2025,9/11/2024,
P_00211,S_0383,D_20240830,614,122,127,130,69,18592.22,6/23/2025,70.04,5.25,7.05,37.76,SH_000009,3/2/2025,R_00198,V_0029,9/29/2024,10/22/2024,349,344.34,0.763,0,0,0,0,0,0,0,S_0440,S_0366,439,380.13,1/17/2025,9/5/2025,
P_00211,S_0383,D_20240830,614,122,127,130,69,18592.22,6/23/2025,70.04,5.25,7.05,37.76,SH_000009,3/2/2025,R_00198,V_0029,9/29/2024,10/22/2024,349,344.34,0.763,0,0,0,0,0,0,0,S_0218,S_0243,2,1389.57,11/22/2024,8/15/2025,
P_00211,S_0383,D_20240830,614,122,127,130,69,18592.22,6/23/2025,70.04,5.25,7.05,37.76,SH_000009,3/2/2025,R_00198,V_0029,9/29/2024,10/22/2024,349,344.34,0.763,0,0,0,0,0,0,0,S_0254,S_0170,213,3671.23,11/24/2025,9/11/2024,
P_00072,S_0461,D_20241019,121,52,223,201,126,707.93,1/9/2025,93.33,3.54,6.76,45.6,SH_000010,10/27/2025,R_00090,V_0189,12/21/2024,2/21/2025,609,220.93,0.614,C_075,54,46.58,3.27,0.783,v1.6,8/3/2025,S_0203,S_0087,239,822.38,1/19/2025,9/15/2025,
P_00072,S_0461,D_20241019,121,52,223,201,126,707.93,1/9/2025,93.33,3.54,6.76,45.6,SH_000010,10/27/2025,R_00090,V_0189,12/21/2024,2/21/2025,609,220.93,0.614,C_018,26,31.24,8.62,0.865,v1.0,1/25/2025,S_0203,S_0087,239,822.38,1/19/2025,9/15/2025,
P_00072,S_0461,D_20241019,121,52,223,201,126,707.93,1/9/2025,93.33,3.54,6.76,45.6,SH_000067,4/1/2025,R_00255,V_0137,5/12/2025,7/15/2025,725,277.9,0.444,C_075,54,46.58,3.27,0.783,v1.6,8/3/2025,S_0203,S_0087,239,822.38,1/19/2025,9/15/2025,
